,Societés,Postes,Adresses,Details de poste,Date de publication,Location,Postes proposés,Secteur d'activité,Fonctions,Expérience requise,Niveau d’étude demandé,Type de contrat proposé,Profil recherché,Decsription d'entreprise,Traits de personnalité
807,LEET,Référent technique ,Bd Med 5 imm 162,"Poste :
YouCode recherche un Référent technique pour une prise de poste immédiate à Safi. Rattaché(e) au Directeur de l’école, le Référent technique est chargé de la coordination des formations, du recrutement des formateurs et de la mise à jour du contenu pédagogique. Son expertise technique lui permet de garantir des formations de qualité, en phase avec les tendances actuelles du développement web.
Planification de la formation :
• Élaborer un plan de formation et un calendrier en collaboration avec l'équipe de formateurs et la responsable pédagogique
Recrutement et gestion d'équipe :
• Recruter et sélectionner les formateurs en fonction de leurs compétences techniques et de leur expérience pédagogique.
• Établir un plan d’onboarding à destinations des nouveaux formateurs en collaboration avec la responsable pédagogique.
Coordination de la formation :
• Organiser et coordonner les sessions de formation, en veillant à ce qu'elles se déroulent efficacement.
• Affecter les formateurs aux sessions en fonction de leurs compétences.
• Suivre le déroulement des formations et intervenir en cas de besoin pour résoudre des problèmes ou des difficultés.
Élaboration du contenu pédagogique :
• Collaborer avec les formateurs pour développer ou mettre à jour le contenu de formation au regard des évolutions technologiques.
• S'assurer que le contenu de formation est à jour, pertinent et aligné avec les besoins du secteur.
Évaluation et suivi :
• Mettre en place des mécanismes d'évaluation de la qualité de la formation et de la performance des formateurs.
• Collecter et analyser les feedbacks des apprenants pour améliorer continuellement la formation.
• Suivre la progression des apprenants et leur réussite.
Veille technologique :
• Rester à jour sur les dernières tendances en développement web et technologies associées.
• Intégrer les nouvelles technologies et les meilleures pratiques dans les programmes de formation.
 ",Publication : du 14/02/2024 au 06/04/2024 , Safi (Maroc), 1, Enseignement / Formation, Informatique / Electronique, De 3 à 5 ans, Autodidacte, CDI - Télétravail ,non spécifié,"Entreprise :
Le numérique et les nouvelles technologies sont partout autour de nous, mais leur code et leur langage ne sont pas toujours naturels et innés pour tous. La fracture entre ceux qui parlent le « numérique » et le manipulent avec aisance et les autres, est souvent très grande. C’est pourquoi YouCode, nouvelle école à Safi, veut mettre le code entre toutes les mains pour réduire les inégalités numériques et donner sa chance à tout un chacun.
Destinées en priorité aux jeunes de 18 à 35 ans, les formations proposées par YouCode sont gratuites, professionnalisantes, intensives et ne nécessitent aucun pré-requis technique ou de diplôme. Elles s’adressent à tout le monde et n’excluent personne. Pas la peine donc d’être geek ou particulièrement doué en informatique pour pouvoir en bénéficier : une bonne dose de motivation suffit !",Recherche de nouveauté Implication au travail Ambition Besoin de réflexion Besoin d'autonomie
808,FOUNDEVER,Conseillers commerciaux ,"1100 Bd El Qods, Sidi Maârouf), Casanearshore Park",,Publication : du 14/02/2024 au 14/04/2024 , Casablanca (Maroc), 16, Centre d'appel, Call Centers (métiers de), De 1 à 3 ans, Bac, CDI - Télétravail ,non spécifié,"Entreprise :
Sitel Group devient officiellement Foundever™.
Foundever™ est un leader mondial de l'expérience client (CX). Avec 170 000 collaborateurs dans le monde, nous sommes l’équipe derrière les meilleures expériences des 750 plus grandes marques internationales et digitales.
Nos solutions CX innovantes, notre technologie et notre expertise sont conçues pour répondre aux besoins opérationnels de nos clients et leur offrir une expérience sans couture, partout et à tout moment. Prenant en charge 9 millions d’expériences chaque jour dans plus de 60 langues et 45 pays, Foundever combine la force d’une présence mondiale à une approche entrepreneuriale, permettant aux entreprises de toutes tailles et de tous secteurs de transformer leur CX. ",Extraversion Distance émotionnelle Conventionnel Flexibilité
809,CAPGEMINI,Chargé Gestion de Configuration (H/F) ,"shore 17, Casanearshore Boulevard El Qods","Poste :
En tant que Chargé de Gestion de Configuration, vous serez responsable de la mise en place et du maintien des processus de gestion de configuration pour assurer la traçabilité, la cohérence et le contrôle des éléments du projet, généralement dans des secteurs tels que l'aérospatiale, l'ingénierie, l'informatique, ou d'autres domaines nécessitant une gestion rigoureuse de la configuration.
Missions du poste :
Développer, mettre en œuvre et maintenir les processus de gestion de configuration conformes aux normes et aux exigences du projet ;
Établir des procédures pour l'identification unique des éléments de configuration, tels que les composants matériels, logiciels, documents, et autres ;
Mettre en place des procédures de contrôle des modifications pour gérer les changements apportés aux configurations, y compris l'approbation, la documentation et la traçabilité ;
Maintenir une base de données ou un système d'enregistrement centralisé pour suivre l'état et l'historique des éléments de configuration ;
Planifier et réaliser des audits de configuration réguliers pour s'assurer de la conformité avec les spécifications définies ;
Mettre en œuvre des procédures de gestion des versions pour contrôler les évolutions des éléments de configuration tout au long du cycle de vie du projet ;
Travailler en étroite collaboration avec les équipes d'ingénierie, de développement, de projet, et d'autres parties prenantes pour assurer l'intégrité de la configuration ;
Former les membres de l'équipe sur les procédures de gestion de configuration et sensibiliser aux bonnes pratiques.",Publication : du 14/02/2024 au 04/04/2024 , Casablanca (Maroc), 10, Aéronautique / Spatial - Automobile / Motos / Cycles," Gestion projet / Etudes / R&D , Méthodes / Process / Industrialisation", De 1 à 3 ans - De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran, leader mondial du secteur dont Capgemini a finalisé l’acquisition en 2020, et l’expertise de Capgemini dans le domaine du digital manufacturing. Grâce à une connaissance sectorielle approfondie et à la maîtrise des technologies digitales et logicielles de pointe, Capgemini Engineering accompagne la convergence des mondes physique et numérique. Conjuguée avec l’ensemble des capacités du Groupe, elle aide les entreprises à accélérer leur transformation vers l'Intelligent Industry. Capgemini Engineering compte plus de 52 000 ingénieurs et scientifiques dans plus de 30 pays, dans des secteurs tels que l'aéronautique, l'automobile, le ferroviaire, les communications, l'énergie, les sciences de la vie, les semi-conducteurs, les logiciels et l'Internet, le spatial et la défense, et les biens de consommation.
Capgemini Engineering fait partie du groupe Capgemini, un leader mondial, responsable et multiculturel, regroupant 300 000 personnes dans près de 50 pays. Partenaire stratégique des entreprises pour la transformation de leurs activités en tirant profit de toute la puissance de la technologie, le Groupe est guidé au quotidien par sa raison d’être : libérer les énergies humaines par la technologie pour un avenir inclusif et durable. Fort de plus de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, Capgemini est reconnu par ses clients pour répondre à l’ensemble de leurs besoins, de la stratégie et du design jusqu’au management des opérations, en tirant parti des innovations dans les domaines en perpétuelle évolution du cloud, de la data, de l’Intelligence Artificielle, de la connectivité, des logiciels, de l’ingénierie digitale et des plateformes. Le Groupe a réalisé un chiffre d'affaires de 16 milliards d'euros en 2020.
Get the Future You Want* - www.capgemini.com.",Recherche de nouveauté Respect des règles Rationalisme Ambition Besoin d'autonomie Organisation
810,CAPGEMINI,Ingénieur Conception Mécanique Confirmé (H/F) ,"shore 17, Casanearshore Boulevard El Qods","Poste avec Management
Publiée il y a 20 jours sur ReKrute.com - Postulez avant le 04/04/2024
J'aime Suivre
Entreprise :
Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran, leader mondial du secteur dont Capgemini a finalisé l’acquisition en 2020, et l’expertise de Capgemini dans le domaine du digital manufacturing. Grâce à une connaissance sectorielle approfondie et à la maîtrise des technologies digitales et logicielles de pointe, Capgemini Engineering accompagne la convergence des mondes physique et numérique. Conjuguée avec l’ensemble des capacités du Groupe, elle aide les entreprises à accélérer leur transformation vers l'Intelligent Industry. Capgemini Engineering compte plus de 52 000 ingénieurs et scientifiques dans plus de 30 pays, dans des secteurs tels que l'aéronautique, l'automobile, le ferroviaire, les communications, l'énergie, les sciences de la vie, les semi-conducteurs, les logiciels et l'Internet, le spatial et la défense, et les biens de consommation.
Capgemini Engineering fait partie du groupe Capgemini, un leader mondial, responsable et multiculturel, regroupant 300 000 personnes dans près de 50 pays. Partenaire stratégique des entreprises pour la transformation de leurs activités en tirant profit de toute la puissance de la technologie, le Groupe est guidé au quotidien par sa raison d’être : libérer les énergies humaines par la technologie pour un avenir inclusif et durable. Fort de plus de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, Capgemini est reconnu par ses clients pour répondre à l’ensemble de leurs besoins, de la stratégie et du design jusqu’au management des opérations, en tirant parti des innovations dans les domaines en perpétuelle évolution du cloud, de la data, de l’Intelligence Artificielle, de la connectivité, des logiciels, de l’ingénierie digitale et des plateformes. Le Groupe a réalisé un chiffre d'affaires de 16 milliards d'euros en 2020.
Get the Future You Want* - www.capgemini.com.
Poste :
En tant qu'Ingénieur Conception Mécanique Confirmé, vous jouerez un rôle clé dans le processus de conception de produits ou de systèmes mécaniques. Vous serez responsable de développer des solutions innovantes, en assurant la conformité aux spécifications, aux normes et en collaborant avec des équipes multidisciplinaires.
Missions du poste :
Travailler en étroite collaboration avec les équipes de projet et les clients pour comprendre les exigences et les spécifications du produit ; 
Concevoir des composants mécaniques en utilisant des logiciels de CAO (Conception Assistée par Ordinateur) tels que SolidWorks, CATIA, ou équivalents ;
Effectuer des analyses de simulation pour valider la performance mécanique des conceptions ;
Collaborer avec les équipes de validation pour garantir la conformité aux normes et aux exigences du projet ;
Superviser la fabrication de prototypes et coordonner les essais pour évaluer la performance et la fiabilité des conceptions ;
Proposer des améliorations de conception basées sur les retours d'expérience et les résultats des tests ;
Préparer des documents techniques détaillés, y compris des dessins, des spécifications et des rapports d'analyse ;
Résoudre les problèmes liés à la conception mécanique et proposer des solutions rapides et efficaces ;
Travailler en étroite collaboration avec les ingénieurs électroniques, les ingénieurs logiciels et d'autres spécialistes pour assurer une intégration harmonieuse des composants ;
Contribuer à la gestion des projets de conception en respectant les délais, les budgets et les spécifications définies.",Publication : du 14/02/2024 au 04/04/2024 , Casablanca (Maroc), 50, Aéronautique / Spatial - Automobile / Motos / Cycles," Gestion projet / Etudes / R&D , Méthodes / Process / Industrialisation", De 1 à 3 ans - De 3 à 5 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran, leader mondial du secteur dont Capgemini a finalisé l’acquisition en 2020, et l’expertise de Capgemini dans le domaine du digital manufacturing. Grâce à une connaissance sectorielle approfondie et à la maîtrise des technologies digitales et logicielles de pointe, Capgemini Engineering accompagne la convergence des mondes physique et numérique. Conjuguée avec l’ensemble des capacités du Groupe, elle aide les entreprises à accélérer leur transformation vers l'Intelligent Industry. Capgemini Engineering compte plus de 52 000 ingénieurs et scientifiques dans plus de 30 pays, dans des secteurs tels que l'aéronautique, l'automobile, le ferroviaire, les communications, l'énergie, les sciences de la vie, les semi-conducteurs, les logiciels et l'Internet, le spatial et la défense, et les biens de consommation.
Capgemini Engineering fait partie du groupe Capgemini, un leader mondial, responsable et multiculturel, regroupant 300 000 personnes dans près de 50 pays. Partenaire stratégique des entreprises pour la transformation de leurs activités en tirant profit de toute la puissance de la technologie, le Groupe est guidé au quotidien par sa raison d’être : libérer les énergies humaines par la technologie pour un avenir inclusif et durable. Fort de plus de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, Capgemini est reconnu par ses clients pour répondre à l’ensemble de leurs besoins, de la stratégie et du design jusqu’au management des opérations, en tirant parti des innovations dans les domaines en perpétuelle évolution du cloud, de la data, de l’Intelligence Artificielle, de la connectivité, des logiciels, de l’ingénierie digitale et des plateformes. Le Groupe a réalisé un chiffre d'affaires de 16 milliards d'euros en 2020.
Get the Future You Want* - www.capgemini.com.",Recherche de nouveauté Respect des règles Rationalisme Ambition Besoin d'autonomie Organisation
811,non spécifié,ExeKutive,non spécifié,non spécifié,Publication : du 14/02/2024 au 14/05/2024 ,non spécifié, 1, Centre d'appel - Autres services, Direction Financière, De 10 à 20 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,non spécifié,non spécifié
812,RICHBOND,Stagiaire en Maintenance ,-,"Poste :
Nous recrutons pour notre Direction Technique, un stagiaire fraîchement diplômé pour une période de 3 Mois.
Vous serez amené à :
Assister aux travaux de cablâge des coffrets
Assister aux travaux de branchement des machines 
Réalisation des shémas électriques",Publication : du 14/02/2024 au 14/04/2024 , Casablanca (Maroc), 1, Autres Industries, Production / Qualité / Sécurité / Maintenance, Débutant, Bac +2, Stage - Télétravail ,non spécifié,"Entreprise :
Crée en 1965, le Groupe Richbond est le leader sur son secteur d’activité. Nous sommes aujourd’hui à la fois fabricant de mousse et de matelas, tisseur, confectionneur, tapissier et menuisier et ne cessons d’améliorer notre activité.
le Groupe Richbond à élargi son activité pour couvrir plusieurs branches, allant de l’ameublement à l’immobilier en passant par l’industrie agroalimentaire ou encore l’agencement hôtelier.
Le groupe emploie quelque 3000 collaborateurs en plus de 5400 emplois indirects, répartis entre 11 sites de production dont 1 en côte d’Ivoire.
Richbond Group a conclu en mars 2018 l’acquisition d’une part majoritaire dans «Silentnight Kenya», entreprise spécialisée dans la production du matelas à ressort et basée à Nairobi. 

 ",Respect des règles Travail en équipe Implication au travail Organisation
813,MANPOWER,Responsable Commercial - Ventes Espaces Publicitaires H/F ,"Tour Végétale JASMIN | 1, rue des Plateformes - Lot N°123","Poste :
Manpower recherche pour l'un de ses clients, Leader dans l'Email Marketing, un responsable commercial pour la vente des Espaces Publicitaires H/F.
Responsabilités :
• Développer et entretenir des relations commerciales avec des annonceurs et des agences publicitaires.
• Identifier les opportunités de vente d'espaces publicitaires pour les marques sur notre site d'information et les autres supports du groupe.
• Négocier et établir les offres commerciales, les tarifs et les conditions de vente avec les clients.
• Concevoir des présentations commerciales pour les marques potentielles.
• Déployer et suivre les actions de communication et marketing digitale de votre portefeuille clients.
• Réaliser des reportings et analyses réguliers des actions digitales dans une optique performance (ROI, etc…).
• Travailler en étroite collaboration avec les équipes de rédaction et de marketing pour s'assurer que les campagnes publicitaires sont réalisées dans les délais impartis et avec succès.",Publication : du 14/02/2024 au 14/04/2024 , Casablanca (Maroc), 1, Agence pub / Marketing Direct, Commercial / Vente / Export, De 1 à 3 ans, Bac +3, CDI - Télétravail ,non spécifié,"Entreprise :
Présent depuis 1997 au Maroc, Manpower Group est un acteur international incontournable de l’emploi et de l’insertion sociale dans le monde. Au sein du Royaume Chérifien, nous couvrons l’ensemble du territoire, de Tanger à Laayoune.
Nos équipes sont formées pour appuyer les entreprises dans la promotion de l’excellence en matière de gestion du capital humain : Intérim, CDD/CDI, Solutions & Ingénierie RH, Développement du capital humain…    
Pour nos salariés intérimaires, nous proposons une expérience unique, notamment avec la déclaration de 100% des heures travaillées, la mise en place d’une mutuelle pour tous et un accompagnement personnalisé pour les démarches administratives (bancarisation, CNSS…).   
Pour nos candidats, nous offrons, conformément aux standards mondiaux de Manpower Group, un processus de sélection, d’évaluation et d’accompagnement à la réussite dans leur nouvelle mission.",Recherche de nouveauté Extraversion Volonté de persuasion Ambition Intuition / Spontanéité
814,CAPGEMINI,Costbook Pilot ,"shore 17, Casanearshore Boulevard El Qods","Poste :
Capgemini engineering is looking for a PMO profil, especially Costbook Pilot to join their teams:
As such, the Costbook Pilot is responsible:
• Coordinating between Project Cost, Purchasing and Technical teams
• Monitoring Parts integration and their evolution management (Products, techniques, sales, materials, exchange rate) after supplier nomination in Modular Parts Database
• Purchasing prices objective setting for modular parts: Based on supply strategy, past contracts, and assumptions on their quantity as well as their technical definition.
• Creating automated tools connected to online inputs for reporting
• Monitoring Buyers conveyed information reliability regarding contractualized Production Cost after RFQ officialization, through Individual Buyer KPI
• Reporting weekly modular parts evolution related to vehicle projects for objective convergence and profitability analysis ",Publication : du 14/02/2024 au 14/04/2024, Casablanca (Maroc),non spécifié, Automobile / Motos / Cycles, Informatique / Electronique, De 1 à 3 ans, Bac +4, CDI - Télétravail ,non spécifié,"Entreprise :
Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran, leader mondial du secteur dont Capgemini a finalisé l’acquisition en 2020, et l’expertise de Capgemini dans le domaine du digital manufacturing. Grâce à une connaissance sectorielle approfondie et à la maîtrise des technologies digitales et logicielles de pointe, Capgemini Engineering accompagne la convergence des mondes physique et numérique. Conjuguée avec l’ensemble des capacités du Groupe, elle aide les entreprises à accélérer leur transformation vers l'Intelligent Industry. Capgemini Engineering compte plus de 52 000 ingénieurs et scientifiques dans plus de 30 pays, dans des secteurs tels que l'aéronautique, l'automobile, le ferroviaire, les communications, l'énergie, les sciences de la vie, les semi-conducteurs, les logiciels et l'Internet, le spatial et la défense, et les biens de consommation.
Capgemini Engineering fait partie du groupe Capgemini, un leader mondial, responsable et multiculturel, regroupant 300 000 personnes dans près de 50 pays. Partenaire stratégique des entreprises pour la transformation de leurs activités en tirant profit de toute la puissance de la technologie, le Groupe est guidé au quotidien par sa raison d’être : libérer les énergies humaines par la technologie pour un avenir inclusif et durable. Fort de plus de 50 ans d’expérience et d’une grande expertise des différents secteurs d’activité, Capgemini est reconnu par ses clients pour répondre à l’ensemble de leurs besoins, de la stratégie et du design jusqu’au management des opérations, en tirant parti des innovations dans les domaines en perpétuelle évolution du cloud, de la data, de l’Intelligence Artificielle, de la connectivité, des logiciels, de l’ingénierie digitale et des plateformes. Le Groupe a réalisé un chiffre d'affaires de 16 milliards d'euros en 2020.
Get the Future You Want* - www.capgemini.com.",Implication au travail Besoin d'autonomie Besoin de réflexion Ambition Recherche de nouveauté
815,ALTEN,Développeur Java Senior ,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc,"Poste avec Management
Publiée il y a 20 jours sur ReKrute.com - Postulez avant le 14/04/2024
J'aime Suivre
Entreprise :
ALTEN MAROC filiale du leader mondial de l'Ingénierie et du Conseil en Technologies (ICT), avec 40 000 collaborateurs au monde dont plus de 1000 au Maroc répartis sur trois Centres d'Excellence à Fès, Rabat et Casa, nous accompagnons nos clients en offrant des solutions d'ingénierie agiles et novatrices pour les grands donneurs d'ordre mondial dans les secteurs de l'automobile, l'aéronautique, les réseaux & télécoms, Software & Outils.
 Rejoindre ALTEN MAROC c'est  bénéficier : 
Des parcours professionnels diversifiés avec des opportunités de carrière, une mobilité interne, sectorielle, géographique et métiers.
Des formations certifiantes et diplômantes.
Des événements réguliers pour combiner bien être et performance.
Poste :
Description de l'entreprise
ALTEN MAROC filiale du leader mondial de l’Ingénierie et du Conseil en Technologies (ICT), avec 56 000 collaborateurs dans monde dont plus de 2200 au Maroc répartis sur quatre Centres d’Excellence à Fès, Rabat, Casablanca et Tétouan, accompagne ses clients en offrant des solutions d’ingénierie agiles et novatrices pour les grands donneurs d’ordre mondiaux dans les secteurs de l’automobile, l’aéronautique, les réseaux & télécoms et les Softwares & Outils.
 Rejoindre ALTEN MAROC c'est bénéficier :
Des parcours professionnels diversifiés avec des opportunités de carrière, une mobilité interne, sectorielle, géographique et métiers.
Des formations certifiantes et diplômantes.
Des événements réguliers pour combiner bien être et performance.
Description du poste
Au sein d'une équipe Agile Scrum, le développeur Java aura comme mission :
• Développer et maintenir nos applications (Phase projet, Build)
• Proposer des améliorations sur l'architecture technique
• Gérer et prioriser les tâches de développement au sein de l'équipe
• Établir des normes de qualité et de style de codage pour l'équipe
• Coacher, former et piloter les membres de l'équipe sur les technologies et les meilleures pratiques de développement
• Participer à la compréhension du besoin afin de livrer des solutions de qualité
• Assurer des tâches devops (notamment le suivi de la CI/CD pour le déploiement des nouvelles versions sur nos collecteurs)
Qualifications
Bac+5 en informatiques avec au moins 5 ans d’expérience sur les technologies java
Compétences requises :
• Maîtrise du langage java (version 8 ou 11 ou 17)
• Maitrise des web services et du framework Spring
Compétences appréciés (non nécessaires mais appréciés) :
• Compétences cloud (AWS, GCP, Azure, OBS) & CI/CD (Git, AzureDevops, Jenkins, Docker, Kubernetes…)
• Compétences sur un framework front (Angular, Vue.js, React)
• Compétences en bases de données (SQL et noSQL)
• Compétences sur un outil de messaging (Kafka, RabbitMQ)
• Compétences en sécurité des applications Web (Injection SQL, connexions certifiées…) ",Publication : du 14/02/2024 au 14/04/2024 , Rabat (Maroc), 3, Informatique, Informatique / Electronique, De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
ALTEN MAROC filiale du leader mondial de l'Ingénierie et du Conseil en Technologies (ICT), avec 40 000 collaborateurs au monde dont plus de 1000 au Maroc répartis sur trois Centres d'Excellence à Fès, Rabat et Casa, nous accompagnons nos clients en offrant des solutions d'ingénierie agiles et novatrices pour les grands donneurs d'ordre mondial dans les secteurs de l'automobile, l'aéronautique, les réseaux & télécoms, Software & Outils.
 Rejoindre ALTEN MAROC c'est  bénéficier : 
Des parcours professionnels diversifiés avec des opportunités de carrière, une mobilité interne, sectorielle, géographique et métiers.
Des formations certifiantes et diplômantes.
Des événements réguliers pour combiner bien être et performance.",Recherche de nouveauté Ambition Besoin de réflexion Besoin d'autonomie Implication au travail
816,ALTEN,Business Analyst Cybersécurité ,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc,"Poste :
Description du poste :
Dans le cadre du développement important de notre activité, nous recherchons avant tout des personnalités, des passionnés !
Vous aurez l'opportunité de participer aux tâches suivantes :
Analyse des besoins : Identifier et définir les besoins des parties prenantes pour proposer des solutions adéquates.
Modélisation des processus : Cartographier les processus actuels de l'entreprise et proposer des améliorations pour augmenter l'efficacité opérationnelle.
Gestion de projet : Coordonner les différents acteurs du projet pour assurer la bonne mise en œuvre des solutions proposées.
Rédaction de spécifications fonctionnelles : Élaborer des documents détaillant les exigences fonctionnelles des solutions à mettre en place.
Assurance qualité : Vérifier que les solutions développées correspondent bien aux besoins exprimés et aux standards de qualité.
Accompagnement du changement : Aider les utilisateurs à s'adapter aux nouvelles procédures et systèmes mis en place.
Analyse de données : Interpréter les données d'affaires pour en extraire des insights et soutenir la prise de décision.
Communication : Assurer une communication claire et efficace entre les parties prenantes techniques et non techniques.
Qualifications: 
Nous somme à la recherche d'un Business Analyst Senior avec 5 ans minimum d’expérience dans l'environnement de la Cyber Sécurité avec un Bac+5 en informatique 
Compétences requises :
Anglais et Français impératif
Capacité d’animation, de relance et de conduite de réunion
Rigueur et exigence ",Publication : du 14/02/2024 au 14/04/2024 , Rabat (Maroc), 2, Informatique, Télécoms / Réseaux, De 5 à 10 ans, Bac +5 et plus, CDI - Télétravail ,non spécifié,"Entreprise :
ALTEN MAROC filiale du leader mondial de l'Ingénierie et du Conseil en Technologies (ICT), avec 40 000 collaborateurs au monde dont plus de 1000 au Maroc répartis sur trois Centres d'Excellence à Fès, Rabat et Casa, nous accompagnons nos clients en offrant des solutions d'ingénierie agiles et novatrices pour les grands donneurs d'ordre mondial dans les secteurs de l'automobile, l'aéronautique, les réseaux & télécoms, Software & Outils.
 Rejoindre ALTEN MAROC c'est  bénéficier : 
Des parcours professionnels diversifiés avec des opportunités de carrière, une mobilité interne, sectorielle, géographique et métiers.
Des formations certifiantes et diplômantes.
Des événements réguliers pour combiner bien être et performance.",Recherche de nouveauté Ambition Besoin de réflexion Besoin d'autonomie Implication au travail
817,non spécifié,Chargé du Social et Wellbeing (H/F) ,,"Poste :
Rattaché(e) à la Direction Capital Humain, vous aurez comme principale mission de mettre en place une politique d'action sociale & wellbeing attractive et innovante au service des collaborateurs afin d'impacter l'engagement des collaborateurs & le bien-être au travail.
A ce titre, vos principales activités seront de :
1- Politique de gestion des actions sociales wellbeing :
- Participer à la définition et la mise en œuvre des politiques d'action sociale & wellbeing ;
- Assurer l'animation des activités sociales à travers l'organisation des événements wellbeing en coordination avec les différentes parties prenantes internes (communication, achats, FM…) ;
- Proposer des concepts innovants et mettre en place les plans d’action pour la mise en œuvre ;
2- Développer le réseau des partenaires en phase avec les besoins des collaborateurs :
- Recenser les besoins des collaborateurs en matière de prestations sociales à travers des enquêtes terrains et des questionnaires de satisfaction ;
- Etudier les requêtes et doléances selon les ressources et contraintes existantes et veiller à leur intégration en continue dans les actions déployées ;
- Animer et développer un réseau de partenaires interne & externe permettant d'assurer l'exécution du plan d'action social et de diversifier les prestations ;
- Elaborer les cahiers de charges relatifs aux projets et aux prestations définis et suivre le processus d'achat de bout en bout ;
- Négocier les budgets et les délais de réalisation de prestations sociales ;
3- Promouvoir les programmes et les projets de l’action sociale lors des comités d’entreprise :
- Elaborer le plan d’action annuel, les prévisions budgétaires des activités liées aux activités sociales et assurer sa promotion en interne auprès des parties prenantes (collaborateurs, comité d'entreprise…) ;
- Etablir les bilans semestriels et annuels du plan d'action, et expliquer les écarts ;
4- Elaborer des tableaux de bord et KPI's sociaux :
- Reporter et présenter l’état d’avancement des projets sociaux à la hiérarchie ;
- Evaluer l’impact des actions sociales en tenant compte du retour des collaborateurs ;
- Assurer le Reporting de l’activité selon les objectifs et les KPI définis ;
- Assurer un suivi du budget alloué aux œuvres sociales ;
- Proposer des actions correctives pour l’amélioration continue des services
 ",Publication : du 14/02/2024 au 14/04/2024 , Rabat (Maroc), 1, Autres services - Hôtellerie / Restauration," Call Centers (métiers de) , RH / Personnel / Formation", De 3 à 5 ans, Bac +4, CDI - Télétravail ,non spécifié,"Entreprise :
Grande société, basée à Rabat, employant plus de 600 personnes à travers le Royaume, recrute un/une chargé(e) du social et wellbeing.",Implication au travail Besoin d'autonomie Besoin d'objectivité Extraversion Recherche de nouveauté
